Text,positive,negative,Lab,Label,Sentiment,Pred
Len tak malé prekvapenie 😎,0.4789,0.5211,2.0,Neutral,0.493,Negative
Teta Michaela Pavlíková ma uroven... 👌😉,0.6311,0.3689,3.0,Positive,1.028,Neutral
"Vešiakom v oddelení s oblečením pre teenagerov vládnu trendy košele! 👔 Džínsové, kárované, čierno-biele,... aké len chcete. A všetky sú za super ceny! 😃\n\n➡️ DŽÍNSOVÁ KOŠEĽA, pre chlapcov, so zapínaním na gombíky, v modrej farbe, 134 – 164 cm – 6,99 €\n\n➡️ FLANELOVÁ KOŠEĽA, pre slečny, károvaná, so zapínaním na gombíky, v čierno-bielej alebo ružovo-modrej farbe, 134 – 164 cm – 4,99 €",0.9640000000000001,0.036000000000000004,3.0,Positive,0.9750000000000001,Negative
Žeby sa konečne raz skutok stal? 🤔,0.6519,0.3481,3.0,Positive,0.0,Negative
Sutazim pre MS Kalinciakova v Hlohovci 💙,0.4471,0.5529,2.0,Negative,0.732,Neutral
Predbehol by som všetkých v lidl 🙂,0.3812,0.6188,2.0,Negative,0.0,Positive
Daroval ich rodičom a bratovi💵💸,0.49,0.51,2.0,Neutral,0.59,Negative
Uprednostňujem tradičnú slovenskú kuchyňu 😉😉😉,0.3194,0.6806,2.0,Negative,1.3920000000000001,Neutral
Nasu hymnu pustia ale jedine ak tak omylom 😀,0.5935,0.4065,3.0,Positive,0.572,Negative
List Ježiškovi od Haberu 😊🍀,0.8179,0.1821,3.0,Positive,0.933,Neutral
Pavol Vereščak\nNo veď preeeesne takého si Ťa pamätám 👏😁,0.6068,0.3932,3.0,Positive,0.9710000000000001,Neutral
"Lebo v Číne šijú len na ""papagáje"" 😊",0.6559999999999999,0.344,3.0,Positive,0.645,Negative
dúfam že ma nespomínaš 😂😂😂 ale ne mňam milujem gumi mackoch \n❤❤❤❤,0.7452,0.2548,3.0,Positive,0.663,Negative
Povozila by som sa po celej dedine aby ľudia pukli od závisti...😀,0.3398,0.6602,2.0,Negative,0.572,Positive
Jazero v skrabskom na vychode slovenska odporucam tam ist 😎😎🙄,0.5572,0.4428,3.0,Positive,0.986,Negative
Doma so svojim manželom pri dobrom sampanskom a filme 🙂,0.6212,0.3788,3.0,Positive,0.0,Negative
Broskynovu a kapsicky akákoľvek príchuť 😋,0.3568,0.6432,2.0,Negative,0.634,Positive
"Pátek - víkendu začátek! 😉 A o víkendu se bude vašim neposedům 🤸‍♀ určitě hodit pohodlná souprava, aby si mohli pořádně zasportovat. ⚽\n\n➡ MĚKOUČKÁ MIKINKA, s potiskem, pro holčičky, růžová se stříbrnými prvky; pro chlapečky, v černé nebo šedé barvě, 98–128 cm – 59 Kč\n\n➡ DĚTSKÉ TEPLÁČKY, pro holčičky, se stříbrným prvkem, v šedé nebo růžové barvě; pro chlapečky, v šedé nebo černé barvě, 98–128 cm – 59 Kč",0.5,0.5,1.0,Neutral,1.086,Negative
Milujem Javorové taštičky 💕❤️💕❤️💕❤️💕❤️,0.5266,0.4734,3.0,Neutral,2.532,Positive
Srdciar 💙💙💙veľká gratulacia,0.3679,0.6321,2.0,Negative,2.1959999999999997,Positive
Ano!Ako napr.odrbat vlastnu rodinu o pozemky 😁😁😁,0.5338,0.4662,3.0,Neutral,1.35,Negative
Lucia Husenicova aby si poriadne uletela aj mimo práce 😉,0.4056,0.5944,2.0,Negative,0.464,Neutral
"V strednej miske je oliva,od pondelka 31.7 začína Pyrenejský týždeň 😉",0.4521,0.5479,2.0,Neutral,0.464,Negative
Harakiri...a teply parok v rozku...😝😝😝,0.5507,0.4493,3.0,Positive,1.275,Neutral
VYHRÁNE!!! Slovenskooooo🇸🇰🇸🇰🇸🇰,0.3827,0.6173,2.0,Negative,1.581,Positive
5:50 uz hore a nedelny obed sa uz dovára🌞,0.5173,0.4827,3.0,Neutral,0.568,Negative
SCHIZOFRENIE - estébák oslavuje porážku JEHO\nKOMUNISTICKÉHO REŽIMU...🙃,0.4606,0.5394,2.0,Neutral,0.0,Negative
22 mesiacov 👶 veľkosť 5 a najradšej máme vlhčené obrúsky 😉,0.2248,0.7752,2.0,Negative,0.912,Positive
Uz sme tu z vierou v 2 body 😍,0.6842,0.3158,3.0,Positive,0.678,Negative
Prosime si aj cottage cheese! 🍶,0.4899,0.5101,2.0,Neutral,0.667,Negative
"Milan Luto, sak vieš, že podpolianske slávnosti sú moja  💓",0.4438,0.5562,2.0,Negative,0.672,Positive
"Jáj Žaľudi,nikto na vás nieje zvedavý 😝😝😝",0.5173,0.4827,3.0,Neutral,1.275,Negative
"Urcite mojmu malemu, ktory k nam  coskoro pribudne ❤👶, takze modry",0.7002,0.2998,3.0,Positive,0.448,Negative
Pre najmladšieho synovca Sebinka 🍀🍀🍀🍀,0.3827,0.6173,2.0,Negative,0.8639999999999999,Neutral
"Minci na obrázku je asi 1282,40€ a balicek v Lidli 1,29 😉",0.4825,0.5175,2.0,Neutral,0.464,Negative
Išla by som sa previezť na naše pekne námestie 🙂,0.5314,0.4686,3.0,Neutral,0.0,Positive
Pre môjho trojmesačného synčeka Davidka 🙂,0.5449,0.4551,3.0,Neutral,0.0,Positive
Zas sa stretli dvaja najmúdrejší ☹️☹️☹️☹️,0.4521,0.5479,2.0,Neutral,-2.4,Negative
Ján Šugarek a je debilku takym ako ty a tvojim majitelom zakazane tykat? 🙈🙈🆘,0.4573,0.5427,2.0,Neutral,0.957,Negative
A zrejme ma 107 rokov 😁 Babke prajem veľa zdravia 😁,0.5814,0.4186,3.0,Positive,0.9,Negative
"Volá sa to spojenené nádoby.Pozor,aby si neskĺzol k napojeným nádorom...,😄",0.4667,0.5333,2.0,Neutral,0.422,Negative
bez Adela Kopperova a Ema Kopperová 👩‍❤️‍💋‍👩,0.3827,0.6173,2.0,Negative,0.8409999999999999,Positive
"Deti sa rozutekali na prázdniny a vy máte ideálnu príležitosť na inventúru ich šatníkov. 🧣🧤🧥🧦👟 Oblečenie, z ktorého vyrástli, pošlite ďalej alebo ho odložte pre mladších súrodencov. 👨‍👧 A na to vám prídu vhod praktické úložné boxy. Sú priehľadné, takže dobre uvidíte, čo kde máte, keď to raz budete hľadať. 😉👍\n\n➡️ ÚLOŽNÝ BOX, s držadlom na uchopenie a so zatváraním na klipsy, na výber: 4,5 l, 29 × 20 × 12 cm – 1,99 €; 12,5 l, 39 × 29 × 15,5 cm – 3,99 €; 30 l, 39 × 29 × 35 cm – 4,99 €; 40 l, na kolieskach, s dlhou rukoväťou, 58 × 39 × 25 cm – 6,99 €\n\nVyššie uvedený produkt je z aktuálnej ponuky, ktorá je dostupná do vyčerpania zásob.",0.4817,0.5183,2.0,Neutral,2.151,Positive
Prvá jazda by bola na výlet 😉😉😉,0.4465,0.5535,2.0,Negative,1.3920000000000001,Neutral
Tak to na 100% to Svit isti...Svit je nas 😁,0.4797,0.5203,2.0,Neutral,0.45,Negative
"Udene tofu, cibula, worchester, sojovka a kecup....❤️👌🏻",0.5352,0.4648,3.0,Neutral,0.564,Positive
Redakcia dlhých nosov.👃👃👃👃,0.5221,0.4779,3.0,Neutral,0.0,Negative
v Brne ho maju mozem dealovat do TN #pestohustler 😃,0.5795,0.4205,3.0,Positive,0.558,Negative
moje dve detičky zbožňujú všetky 😉,0.5168,0.4832,3.0,Neutral,0.464,Positive
"Miki, presne👏🏻👏🏻👏🏻 Mostová vs. Čierna Voda",0.6037,0.3963,3.0,Positive,1.5630000000000002,Negative
V pohode dnes ani Magnitka nedala gól 😂,0.5052,0.4948,3.0,Neutral,0.221,Negative
Vyhrame ☘️🍀 nadej zomiera posledna 🍀🍀🍀,0.5325,0.4675,3.0,Neutral,1.152,Negative
"Džegínsy pre ňu 👧 a džínsy pre neho 👦! Tiež máte doma malých škôlkarov či školopovinné zlatíčka, takže oceníte pohodlné kúsky, v ktorých sa budú cítiť fajn? 🤣 Tak sa zastavte! 👍\n\n➡ HIT! CHLAPČENSKÉ DŽÍNSY, s vyšúchaným vzhľadom, v modrej alebo tmavo modrej farbe, 98 – 128 cm – 4,99 €\n\n➡ HIT! DIEVČENSKÉ DŽEGÍNSY, s potlačou a kontrastným pásom, v modrej alebo tmavo modrej farbe, 98 – 128 – 4,99 €",0.6393,0.3607,3.0,Positive,0.8200000000000001,Negative
"So synom Jankom, bol by to neskutočný zážitok. 👨‍👦🍀",0.5662,0.4338,3.0,Positive,1.007,Negative
5. Marca má stránka lidl svoje 3 narodeniny 🎉,0.4519,0.5481,2.0,Neutral,0.74,Positive
Napríklad aj do Košíc na MS 😉,0.6063,0.3937,3.0,Positive,0.464,Neutral
"S malym drobcom len po okolí, zatiaľ len Piešťany, Smolenice 🙂",0.6033,0.3967,3.0,Positive,0.0,Negative
Dnes v novákoch.nehnevam sa.ved oni ich urçite vyložia😆,0.5227,0.4773,3.0,Neutral,0.412,Negative
Jsou to prostě holky no 🤣🤣,0.2727,0.7273,2.0,Negative,0.0,Neutral
No tieto aspon povedia na rovinu o co im ide hned 😊,0.725,0.275,3.0,Positive,0.645,Negative
Tri oriešky pre popolušku 😍,0.5256,0.4744,3.0,Neutral,0.678,Positive
"Dcerke,kt.od 2.r zdiela Frozen sialenstvo 😄",0.2397,0.7603,2.0,Negative,0.422,Positive
"Kometa Brno zdravý Slovan✋ doufám že ty saláty dáte, budu držet palce✊✊",0.5407,0.4593,3.0,Neutral,0.9930000000000001,Positive
Vo štvrtok ráno to bolo podobné nastúpený ako zadarmo Keby dávali 😀,0.5227,0.4773,3.0,Neutral,0.572,Positive
LILY a MAX ... syn prváčik by sa potešil 👌,0.5316,0.4684,3.0,Neutral,0.564,Positive
Martin Vyhnánek presne tak 🤣,0.5841,0.4159,3.0,Positive,0.0,Negative
Pre mojho syna...Star Wars...velmi rad stavia lego 🙂,0.5323,0.4677,3.0,Neutral,0.0,Negative
Američania už zasiahli v Kórei 😄 1950-1953,0.4902,0.5098,2.0,Neutral,0.422,Positive
Asi to ma u ludi uspech 😉 inak by sa urcite neopakovali.,0.4536,0.5464,2.0,Neutral,0.464,Negative
investoval do rodičov a brata 🥅🏒,0.4775,0.5225,2.0,Neutral,0.0,Negative
"Aj dievčenská, aj chlapčenská by sa uživila u nás domace 😃",0.5469,0.4531,3.0,Neutral,0.558,Positive
Moje dcéry Gabika Môcová a Radka Môcová😘😘,0.5379999999999999,0.462,3.0,Neutral,1.404,Positive
Lebo včera bol priateľ v Žiline a uz bol vypredaný tak potom neviem...😞😞,0.4664,0.5336,2.0,Neutral,-0.236,Negative
"Ahoj, možná trochu ""lama"" dotaz 🙂 , ale položím ho. Je odemykání oční duhovkou u S8 a S9 opravdu bezpečné pro oči? Zarazila mě v systému hláška cca něco jako ""nedržte telefon moc blízko očí, hrozí poškození zraku""🥶 na S8, který má dcera. Děkuji.",0.5779,0.4221,3.0,Positive,0.0,Negative
Ernest Zimke priznávam a hľadám inú alternatívu😓,0.4773,0.5227,2.0,Neutral,-0.081,Negative
Domov na Slovensko s Ciech ♥️💋🍀🌻,0.41100000000000003,0.589,2.0,Negative,1.5679999999999998,Positive
Pre môjho maličkého Zdenka 👶,0.3827,0.6173,2.0,Negative,0.448,Positive
"Český, bude aj akcia? Sandále + 2 páry ponožiek? 🙂👌👌",0.4064,0.5936,2.0,Negative,1.128,Neutral
"Zdravy sedliacky rozum je vsezravec, alebo z kazdeho rozku rosku... 😉",0.3767,0.6233,2.0,Negative,0.464,Neutral
este chvilku a SaSke budu davat zaporne hodnoty aby im sedeli vypocty 🤣🤣🤣,0.4596,0.5404,2.0,Neutral,0.0,Negative
Do basy s ním za Kočnerom👊👊👊,0.5,0.5,1.0,Neutral,0.687,Positive
"Neviem,rozhodnem sa,ked vyhram 🙂",0.5354,0.4646,3.0,Neutral,0.0,Negative
"Balíček B,pre môjho muža 😁",0.2811,0.7189,2.0,Negative,0.45,Positive
balíček pre dievčatko ❤ pre našu Miu 💖,0.3441,0.6559,2.0,Negative,0.713,Positive
lego city policajná stanica pre Miška 🎄,0.4857,0.5143,2.0,Neutral,0.538,Negative
"Cien, W5, Pilos, Saguaro, Lupilu, Esmara, Bluedino...👌👌👌",0.4736,0.5264,2.0,Neutral,1.6919999999999997,Positive
A kôň princa Harryho sa pásol s kobylou netere lorda z Kentu.😊,0.7132,0.2868,3.0,Positive,0.645,Negative
��⭐💫 ZDIEĽAM pre Tobiaska k narodeninám ⭐💫⭐🍀,0.5,0.5,1.0,Neutral,3.0849999999999995,Positive
Idol konspiratorov je v srackach 😀,0.4936,0.5064,2.0,Neutral,0.572,Positive
Aj u nas sa vcera varilo 😉,0.5811,0.4189,3.0,Positive,0.464,Negative
Černé neutrální barva hodí se k všemu 😉,0.4813,0.5187,2.0,Neutral,0.464,Positive
Zvolili ste?  Zvonili ste?  😀😀😀,0.5416,0.4584,3.0,Neutral,1.7159999999999997,Positive
"Zdenka Kraváriková Hlavná vec, že vy ste super 1.! 👍🙉🤮😱",0.4956,0.5044,2.0,Neutral,1.052,Negative
"Upečte si voňavé mňamky z čerstvej letnej úrody! 🍓🍒🍑 Aký koláč má vaša rodina najradšej? 😋\n\n➡️ KERAMICKÁ FORMA, na výber: malá, ø 13 cm – 1,79 €, veľká, ø 26 cm – 4,99 €\n\n➡️ OKRÚHLA DÓZA NA KOLÁČ, s vekom a rukoväťou v ružovej alebo zelenej farbe, ø 34 cm, výška 15,6 cm – 5,99 €\n\nVyššie uvedené produkty sú z aktuálnej ponuky, ktorá je dostupná do vyčerpania zásob.",0.2913,0.7087,2.0,Negative,1.923,Positive
"Star wars pre syna,dokaze sa s legom prehrat hodiny 😘",0.5306,0.4694,3.0,Neutral,0.702,Positive
"Lucka! Ďakujeme, že ste si to všimli 🍳🍳🍳🙈",0.5920000000000001,0.408,3.0,Positive,0.523,Negative
Ivana Viznerova Lohova to nám takto veríš 🤔,0.4406,0.5594,2.0,Negative,0.0,Neutral
Zdieľam 🦋🌿💛🦋🌿💛🦋🌿💛🦋🌿💛 pre nasho maleho synovceka Lucia Anovčínová Bláhová,0.4752,0.5248,2.0,Neutral,4.408,Positive
V Lidl lese rastie už 870 000 stromčekov 👍👍👍,0.48200000000000004,0.518,2.0,Neutral,1.566,Positive
Skor by sa to malo volat chliev mangalic skrizenych s potkanmi...🤣🤣🤣,0.4631,0.5369,2.0,Neutral,0.0,Negative
Výborne pán Kolár..👍👏 nedajte sa odradiť debilmi...🇸🇰,0.521,0.479,3.0,Neutral,1.5700000000000003,Positive
"Všichni fanoušci Scuderia Ferrari pozor! Ať už se tento víkend chystáte na Hungaroring osobně nebo ne, vytáhněte červenou kšiltovku se žlutočerným znakem a přidejte se k nám ve fandění našemu technologickému partnerovi. 🏎️",0.48700000000000004,0.513,2.0,Neutral,0.0,Negative
Lukáš Repo Repka Maja Varcholova Kristina Cicková Viktoria Mesterova🔝😉,0.8328,0.1672,3.0,Positive,0.9430000000000001,Neutral
Tak dnes aj na sladko z Lidla 🤗😉😋,0.5339,0.4661,3.0,Neutral,1.098,Positive
Šampón fen žehličku na vlasy 😘😘,0.4496,0.5504,2.0,Negative,1.404,Positive
Chystáme sa do Vysokých Tatier 🍀auto sedačka by isto potešila🍀,0.4092,0.5908,2.0,Negative,0.576,Positive
Nedeľu trávim čítaním kníh a prípravou do školy 😄,0.2811,0.7189,2.0,Negative,0.422,Positive
Andrea Balintova vy chcete byť IN 😁 trosku realneho pohladu nezaškodí 😉,0.5828,0.4172,3.0,Positive,0.914,Negative
Tooo je zatiaľ nevyriešená záhada aj pre mňa 😁,0.6672,0.3328,3.0,Positive,0.45,Negative
"So synom pojdeme do aqualand moravia,trochu sa vyblaznit😊",0.5353,0.4647,3.0,Neutral,0.645,Positive
Sľúbili sme si Lásku..\n🍀🍀🍀🍀..,0.5656,0.4344,3.0,Positive,0.8639999999999999,Negative
Lenka Jurkechová  bol by to žážitok😉a hadam by ten balón snami  vzlietol😂😂😂😂😂,0.4771,0.5229,2.0,Neutral,1.127,Negative
Platon? Či aristoteles? Alebo nebodaj sokrates?🤔🤔🤔,0.5,0.5,1.0,Neutral,0.0,Negative
I think we have been extremely lucky with our decisions. 😉,0.5284,0.4716,3.0,Neutral,0.464,Negative
Napis najprv vsetky nazvy...samsung galaxy mozes vynechat 😀😀,0.4627,0.5373,2.0,Neutral,1.144,Positive
Veru aj nám chýba Grana padano struhany syr😕,0.5447,0.4553,3.0,Neutral,-0.4,Negative
Zlatíčko veľa zdravia....💋,0.28300000000000003,0.7170000000000001,2.0,Negative,0.693,Positive
"Jahôdka ❤️❤️❤️ sladká vždy, spríjemní deň 😋",0.47100000000000003,0.529,2.0,Neutral,0.634,Positive
"Pripájame sa k iniciatívam, ktoré vznikajú ako gesto vďaky pre tých, ktorí pre nás naspia v týchto časoch tak málo. Milí zdravotníci, lekári, hasiči a policajti, ak sa u nás zastavíte, radi by sme vám dodali energiu našou KÁVOU ZDARMA. 👩‍⚕️ 👨‍⚕️ 👮‍♀️ 👮‍♂️ 👩‍🚒 👨‍🚒 \n#SPOLUTOZVLADNEME",0.7011,0.2989,3.0,Positive,-0.1760000000000002,Negative
Najblizsie nas caka Besenova😉,0.2719,0.7281,2.0,Negative,0.464,Neutral
Roman Jakubes\nZRAZU \n🍀🍀🍀\n,0.4796,0.5204,2.0,Neutral,0.8639999999999999,Negative
"Vyčkaj ešte dve alebo tri volebné obdobia, dočkáš sa.😊",0.7544,0.2456,3.0,Positive,0.645,Negative
Pecenim vianocnych kolacikov s dcerkou 👩‍❤‍👩🌲,0.636,0.364,3.0,Positive,0.583,Neutral
"Milosi, co nam to delas ty vole ? 😁",0.5861,0.4139,3.0,Positive,0.45,Negative
"ja veru nie,a tááák som sa snažila pochopiť,o čo mu vlastne ide???🤔😉😔",0.6728,0.3272,3.0,Positive,0.31800000000000006,Negative
Juraj Maria Remarque nie všetci majú talent 😃,0.5152,0.4848,3.0,Neutral,0.558,Positive
"Maliny, mango, liči, aloe vera, ananás, mandarínky,, 🍊🍍🍌🍋🍊🍉🍈🍇🍏🍐🍑🥝",0.4887,0.5113,3.0,Neutral,3.0989999999999998,Positive
"Paťko, ďalšie dieťatko podporené vďaka projektu ""Lupilu - Od začiatku v dobrých rukách"" bojuje so zriedkavou diagnózou - Tuberózna sklerórza.😔 Ochorenie sprevádzajú nezhubné nádory a lekárom sa žial zatiaľ nepodarilo nájsť adekvátnu liečbu pre jeho diagnózu.😢 Statočný Paťko bude môcť aj vďaka vám absolvovať desiatky hodín terapií, rehabilitácií, hipoterapie a muzikoterapie, ktoré mu pomáhajú skvalitniť život. Ďakujeme. ❤️ Celý príbeh 👉https://bit.ly/2JP61L8",0.6647,0.3353,3.0,Positive,0.255,Negative
Lego Star wars pre môjho synčeka. 🍀,0.5449,0.4551,3.0,Neutral,0.288,Positive
"Mne nedavno povedala dcera :,, mami, ty si vynimočny druh matky !”😉",0.5857,0.4143,3.0,Positive,0.464,Negative
"⚡⚡⚡... a nech Boh chráni blesky, ktoré no jeho stojanu udrú...⚡🌩️⛈️🌪️",0.4439,0.5561,2.0,Negative,0.716,Neutral
Lego city. Ktorekolvek. To je jedno. Potesi hocktore 😉,0.5229,0.4771,3.0,Neutral,0.464,Negative
"Martina Horná vsak ked dvojzmysel, tak poriadny😁",0.5904,0.4096,3.0,Positive,0.45,Negative
Na výlet k babke a dedkovi 💑,0.5,0.5,1.0,Neutral,0.683,Positive
Kapitánom je Matej Lipták..dajte to dievčence..😀😀,0.5408,0.4592,3.0,Neutral,1.144,Positive
Zlatíčko skore uzdravenie💞💝💕❤️💓,0.4486,0.5514,2.0,Negative,2.708,Positive
Martin Olšavský stastny to clovek 🙂,0.5053,0.4947,3.0,Neutral,0.0,Negative
"Smerákovi dávam tak rok, maximálne dva😃😂",0.4023,0.5977,2.0,Negative,0.779,Positive
"Asi nejaký chudák, čo chce naozaj odhaľovať zločiny 😏",0.6162,0.3838,3.0,Positive,0.332,Negative
Chrania si tie male zlodejske penisy 😃,0.5429999999999999,0.457,3.0,Neutral,0.558,Positive
Kosak a kladivo pre debilov ako ty uz coskoro 🙂,0.4843,0.5157,2.0,Neutral,0.0,Negative
Najradšej cestujeme na vylety a spoznavame Slovensko 💗💖💗💖💗💖💖💗,0.4776,0.5224,2.0,Neutral,5.4879999999999995,Positive
ja si pred mesicem pri reklamaci vykoledoval novy jabko🍏 to nakousnuty,0.4961,0.5039,2.0,Neutral,0.074,Negative
"Povinnosť si splnili verejnosť ""informovali"" 😏",0.5199,0.4801,3.0,Neutral,0.332,Negative
A teraz prestaviť všetky hodinky 😅,0.4964,0.5036,2.0,Neutral,0.18,Negative
"presne ako hovoríš , Janko 😉👌🏻",0.8536,0.1464,3.0,Positive,1.028,Neutral
Snad mu nedaju aj vysluhovy dochodok😉😉,0.3716,0.6284,2.0,Negative,0.928,Neutral
Ty máš gule teda! Aj namiesto hlavy! 😆,0.4502,0.5498,2.0,Neutral,0.412,Negative
najblizsie sa vyberieme do Prahy 🌸,0.5,0.5,1.0,Neutral,0.652,Negative
"Rado, možno pride aj na plast😉",0.5658,0.4342,3.0,Positive,0.464,Negative
Všetko by som ochutnala 😁😁😁,0.5082,0.4918,3.0,Neutral,1.35,Negative
"Jaroslav Vinduška  máte pravdu, nie nadarmo sa hovorí že trafená hus zagaga  😀",0.5425,0.4575,3.0,Neutral,0.572,Negative
"Jednorožci, autíčka, dinosauri a ďalšie milé obrázky zdobia v #PEPCO príjemné body zo 100% bavlny. 👶🦄🚗 Ktorý z obrázkov sa bude vášmu špuntíkovi najviac hodiť? 😘\n\n➡️ HIT! BODY PRE BÁBÄTKÁ, 100% bavlna, pre dievčatká aj chlapčekov, s potlačou, rôzne farby, 62 – 92 cm – 1,29 €",0.3675,0.6325,2.0,Negative,1.392,Positive
"Lego nemocnica pre neterku , ktorá rada lieči bábiky 😉",0.5238,0.4762,3.0,Neutral,0.464,Positive
Písanie bakalárky to istí 😊,0.5335,0.4665,3.0,Neutral,0.645,Positive
"Mame 22 mesiacov, nosime 5 a najoblubenejsie su vsetky mnamky 😁",0.4378,0.5622,2.0,Negative,0.45,Positive
"Vyzerá ako Tomanovej manžel, alebo Richterov brácho🤕",0.6005,0.3995,3.0,Positive,0.0,Neutral
Chlapci pekne idete nomblvan ☺️👍,0.5251,0.4749,3.0,Neutral,0.522,Positive
"Gott, Habera a Dvorsky - Svet lásku má. 🎄:)",0.8059,0.1941,3.0,Positive,0.538,Negative
Po nasich krasnych Oravskych zakutiach....🍀😉,0.9019,0.0981,3.0,Positive,0.752,Neutral
"Valika B Kovacikova Valika B Kovacikova vy ste kapacita, aj právna 💋",0.4506,0.5494,2.0,Neutral,0.693,Negative
