first,second,third,Label,Text
Okk come to my place 😉,I want to. :D,This Saturday,others,Okk come to my place 😉 I want to. :D This Saturday
That apostrophe is making it double meaning. 😂😂😂,that's your soch.😁😂😜😝,😂😂,happy,That apostrophe is making it double meaning. 😂😂😂 that's your soch.😁😂😜😝 😂😂
Amuse me more😄,good u have something to amuse you,Dick,others,Amuse me more😄 good u have something to amuse you Dick
My Profile Picture,mine does.,Forget It!! 😑,others,My Profile Picture mine does. Forget It!! 😑
All the very best,Thanks a lot yaar! 😺,Send now,others,All the very best Thanks a lot yaar! 😺 Send now
Ok then,Sigh! I don't even know how to cook. 😞,I saw a girl yesterday,others,Ok then Sigh! I don't even know how to cook. 😞 I saw a girl yesterday
"okay okay, don't be that much good",Thanks! Just a bad few days I guess. 😍,yeah sad lyfe,others,"okay okay, don't be that much good Thanks! Just a bad few days I guess. 😍 yeah sad lyfe"
What,i said it's very damn boring!!! 😠,Coding is boring you mean,others,What i said it's very damn boring!!! 😠 Coding is boring you mean
and how can that be done?,keep working...,for u😅😅,happy,and how can that be done? keep working... for u😅😅
But I don't have a love story 😭😭😭,well I felt like sharing the pain 😩😭,😭😭😭,sad,But I don't have a love story 😭😭😭 well I felt like sharing the pain 😩😭 😭😭😭
:) ok,you are amazing xoxo 😻😻😹,Tell me who is my crush,others,:) ok you are amazing xoxo 😻😻😹 Tell me who is my crush
Always felt like he was ashamed of me,what happened?,Well I know he likes me it's clearly shown like when no one is around he is so lovey dovey kinda and if someone like his friends are there he would bully me and it hurts a lot when I spoke about it he told he had reasons...And the main thing I can't move on cause I am irrevocably and madly in love with him😞,sad,Always felt like he was ashamed of me what happened? Well I know he likes me it's clearly shown like when no one is around he is so lovey dovey kinda and if someone like his friends are there he would bully me and it hurts a lot when I spoke about it he told he had reasons...And the main thing I can't move on cause I am irrevocably and madly in love with him😞
I want to talk my heart to a girl but she wont listen,I'm not going to be listening for a long time. Too sad. 😿,It is sad,sad,I want to talk my heart to a girl but she wont listen I'm not going to be listening for a long time. Too sad. 😿 It is sad
You can do noko and I can not do it,"good, i need it. Thank you 😂👍",Where is your home where you live?,others,"You can do noko and I can not do it good, i need it. Thank you 😂👍 Where is your home where you live?"
I dun want to gain weight😝😝,I don't know how my friends are sleeping 😴,Why so?,others,I dun want to gain weight😝😝 I don't know how my friends are sleeping 😴 Why so?
Its  too hurt me,ive already seen a spoiler for it i am Angry 😠,Sorry about that,sad,Its  too hurt me ive already seen a spoiler for it i am Angry 😠 Sorry about that
I know the scientist 😂,There's a point 😂,Haha,happy,I know the scientist 😂 There's a point 😂 Haha
Love u more and more,u r sooo cute.. 😂,Love  you my cutti pie,happy,Love u more and more u r sooo cute.. 😂 Love  you my cutti pie
Yeah thats true,so u have any gf??,👍,others,Yeah thats true so u have any gf?? 👍
Pls,can't go hakuna without seeing them -_- 😬😬,Not your pic,others,Pls can't go hakuna without seeing them -_- 😬😬 Not your pic
my all friends are smelly af,you're not even funny (^.^),😂👅,happy,my all friends are smelly af you're not even funny (^.^) 😂👅
Did u father cast Amir Khan in that movie😂,I have not seen the movie.,Good,others,Did u father cast Amir Khan in that movie😂 I have not seen the movie. Good
Really,Yes 😱,Hmm,others,Really Yes 😱 Hmm
Nothing leave it pretty,I cant leave u anymore,👆,others,Nothing leave it pretty I cant leave u anymore 👆
No my dear sister,what made you say this? Haha . 😁,Send me your pic,others,No my dear sister what made you say this? Haha . 😁 Send me your pic
Tnx,you're welcome bro 😌,Hey u girl and boy,others,Tnx you're welcome bro 😌 Hey u girl and boy
What is your world?,A long drive with you 😍,What is your world?,others,What is your world? A long drive with you 😍 What is your world?
Admire your beauty,Thank you! 🙂😂👍,Now send me your pics,others,Admire your beauty Thank you! 😂👍 Now send me your pics
Yeah exactly 😂,😂😂😂 hurray smart play😂,😂 yess,happy,Yeah exactly 😂 😂😂😂 hurray smart play😂 😂 yess
not good not bad 😌,"ahh i see, i'm good!",😎😎,others,"not good not bad 😌 ahh i see, i'm good! 😎😎"
I have a gift for you,I knew the day too! Do I get a gift? 👍,💅🏻,others,I have a gift for you I knew the day too! Do I get a gift? 👍 💅🏻
I can fart,don't lie😂,I'm not,others,I can fart don't lie😂 I'm not
Chole n rice,"Rice, dal and vegetable 😀",N u,others,"Chole n rice Rice, dal and vegetable 😀 N u"
Okk..lets move on,YES LETS MOVE,So it was a pleasure talking to you..bye for now..we will chat again later..bye honey 😊,others,Okk..lets move on YES LETS MOVE So it was a pleasure talking to you..bye for now..we will chat again later..bye honey 😊
Sweets,yayy. I know 😊,Send your pic,others,Sweets yayy. I know 😊 Send your pic
Everything except my fantasies😉,Adds to the look bro ;),WBU?,others,Everything except my fantasies😉 Adds to the look bro ;) WBU?
Where from,thank you!! 😍,Where r u ,others,Where from thank you!! 😍 Where r u 
U broke my heart,me to 😭,What,others,U broke my heart me to 😭 What
Yeah 😷😷,don't think of coming to office then. You would give me 😷 too,I am not so jobless babe,others,Yeah 😷😷 don't think of coming to office then. You would give me 😷 too I am not so jobless babe
Plz your 1 pik sent me ,"I got it, Thank you! 😌",OK thanks ,others,"Plz your 1 pik sent me  I got it, Thank you! 😌 OK thanks "
Yess me too,Really waiting 4 the day wn we meet 😀☺,I am waiting for the day i meet you😚,others,Yess me too Really waiting 4 the day wn we meet 😀☺ I am waiting for the day i meet you😚
But you said now,I'll tell you later.,Ok😞,sad,But you said now I'll tell you later. Ok😞
Refresh ur contacts,what contacts?😂 what do you think I am?,contacts??,others,Refresh ur contacts what contacts?😂 what do you think I am? contacts??
i dint get u,u r not better than me,okay😂,others,i dint get u u r not better than me okay😂
I'm fine what about u,Not well 😢 how was your day?,What happened ??😕,others,I'm fine what about u Not well 😢 how was your day? What happened ??😕
Yes,YES YES YES YES 😌,Edge browser rocks! ,others,Yes YES YES YES YES 😌 Edge browser rocks! 
How it is gibberish?,You have to ask how it is gibberish?,😡,others,How it is gibberish? You have to ask how it is gibberish? 😡
No thanks,"Well your loss, have a good life short as it may be. 😻👍",U have the right to remain silent,others,"No thanks Well your loss, have a good life short as it may be. 😻👍 U have the right to remain silent"
But it’s kinda hard😅,er science is a foreign language.,🤓,others,But it’s kinda hard😅 er science is a foreign language. 🤓
cool,Thank you! 😹,Say something else,others,cool Thank you! 😹 Say something else
Very funny 👎,Then laugh loud 😏,Hahahahahahahahsha m laughing,happy,Very funny 👎 Then laugh loud 😏 Hahahahahahahahsha m laughing
By the way it's not me 😂,wait I'm confused...,Even I am confused how u can chat!!,others,By the way it's not me 😂 wait I'm confused... Even I am confused how u can chat!!
no i won;t,Oh youre gonna take that no alright... 👍,bye,others,no i won;t Oh youre gonna take that no alright... 👍 bye
Love you baby 💛💚💙❤️,love you more 💓💓,U are mobile number is sent you?  My happy birthday gilf 💚💛❤️💙,others,Love you baby 💛💚💙❤️ love you more 💓💓 U are mobile number is sent you?  My happy birthday gilf 💚💛❤️💙
I haven't learned that language......,These are enough for a web developer. Start practicing with these languages now. 😒,sorry,sad,I haven't learned that language...... These are enough for a web developer. Start practicing with these languages now. 😒 sorry
Nice way of acknowledging,haha not really,Good 👍,others,Nice way of acknowledging haha not really Good 👍
Really? Show me that,.ur excused and excuse me but i hate that show 😡,Please I love suits,others,Really? Show me that .ur excused and excuse me but i hate that show 😡 Please I love suits
Comes to my mind,go for some outings 😊,I am singal,others,Comes to my mind go for some outings 😊 I am singal
What isit your Hobby,My hobby is currently spending the last ten minutes on how to answer the question. 👎👎👎,What,others,What isit your Hobby My hobby is currently spending the last ten minutes on how to answer the question. 👎👎👎 What
Yes i am happy,happy for you!!!💕,Wow,happy,Yes i am happy happy for you!!!💕 Wow
Yeah 😄 right right,I'm covering it up for u,Lets not cover up things,others,Yeah 😄 right right I'm covering it up for u Lets not cover up things
I'm having fun chatting with you,well thats kas i'm just that Awesome ^_^ n same here..,But you are still a dumbass😑😑,angry,I'm having fun chatting with you well thats kas i'm just that Awesome ^_^ n same here.. But you are still a dumbass😑😑
"Helooooo,its 11:04 in the morning","Ok! Good Night, then! 😴 😴",Its morning fool,others,"Helooooo,its 11:04 in the morning Ok! Good Night, then! 😴 😴 Its morning fool"
Even though won't talk to me 😞,you don't even talk to me,I said hi anybody. U didn't reply,sad,Even though won't talk to me 😞 you don't even talk to me I said hi anybody. U didn't reply
Thx,you're welcome stay awesome 😹,U stay awsome,others,Thx you're welcome stay awesome 😹 U stay awsome
You are such a darling,"You are being very sweet, thank you. 👍",I'm very sweet indeed,others,"You are such a darling You are being very sweet, thank you. 👍 I'm very sweet indeed"
Dream with life,"Sorry, but life is real. ☹😿",Then what,others,"Dream with life Sorry, but life is real. ☹😿 Then what"
Which joke (,Heard both the jokes several times before...the second on is the better joke!!!. 😩,?*,others,Which joke ( Heard both the jokes several times before...the second on is the better joke!!!. 😩 ?*
🤓 You Know What i wanted To Do,I knew that's what you were doing.,Sex,others,🤓 You Know What i wanted To Do I knew that's what you were doing. Sex
I need to call you as priya,How you know what he calls me? 😁,That is fake,others,I need to call you as priya How you know what he calls me? 😁 That is fake
Go to Uranus 😂,Funny! I'll let you know if I do 😂,No take me with you,others,Go to Uranus 😂 Funny! I'll let you know if I do 😂 No take me with you
